state,city,place,vibe_all,total_estimated_cost_per_person_per_day,group_suitability_score,rating,distance_from_major_city,ideal_stay_duration_days,recommended_for_groups,famous_food,best_season,popularity_score,activities,why_recommended
Himachal Pradesh,Una Town,Una Valley Spot 5,"cultural, heritage, local",800,62.0,4.6,40,2.0,Yes,Local cuisine popular in Una Town,Mar-Jun,48,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Una Town,Una Valley Spot 6,"cultural, local",1850,66.0,4.8,60,2.0,Yes,Local cuisine popular in Una Town,Mar-Jun,65,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Una Town,Una Valley Spot 7,"heritage, local, scenic",2250,72.0,4.6,20,2.0,Yes,Local cuisine popular in Una Town,Mar-Jun,71,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Una Town,Una Valley Spot 8,local,2200,59.0,4.6,20,2.0,Yes,Local cuisine popular in Una Town,Mar-Jun,56,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Una Town,Una Valley Spot 9,"cultural, local",2100,76.0,4.8,60,1.0,Yes,Local cuisine popular in Una Town,Mar-Jun,71,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Una Town,Una Valley Spot 10,"local, rural",2750,57.0,4.5,60,1.0,Yes,Local cuisine popular in Una Town,Mar-Jun,58,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Una Town,Una Valley Spot 11,"local, nature, rural",650,73.0,4.1,20,1.0,Yes,Local cuisine popular in Una Town,Mar-Jun,71,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Una Town,Una Valley Spot 12,"heritage, local, nature",2200,87.0,4.3,40,2.0,No,Local cuisine popular in Una Town,Mar-Jun,67,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Una Town,Una Valley Spot 13,"heritage, local",1000,81.0,4.3,40,2.0,Yes,Local cuisine popular in Una Town,Mar-Jun,70,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Una Town,Una Valley Spot 14,local,2400,65.0,4.5,40,1.0,No,Local cuisine popular in Una Town,Mar-Jun,59,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Una Town,Una Valley Spot 15,"heritage, local, nature",700,69.0,4.1,60,2.0,Yes,Local cuisine popular in Una Town,Mar-Jun,43,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Hamirpur Town,Hamirpur Valley Spot 4,"heritage, local, nature",850,86.0,4.2,20,2.0,Yes,Local cuisine popular in Hamirpur Town,Mar-Jun,64,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Hamirpur Town,Hamirpur Valley Spot 5,"heritage, local, scenic",2800,73.0,4.1,60,1.0,Yes,Local cuisine popular in Hamirpur Town,Mar-Jun,40,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Hamirpur Town,Hamirpur Valley Spot 6,"local, nature",3150,66.0,4.6,60,1.0,Yes,Local cuisine popular in Hamirpur Town,Mar-Jun,74,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Hamirpur Town,Hamirpur Valley Spot 7,"local, nature",950,56.0,4.4,40,1.0,No,Local cuisine popular in Hamirpur Town,Mar-Jun,62,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Hamirpur Town,Hamirpur Valley Spot 8,"cultural, local, rural",2250,73.0,3.9,40,2.0,Yes,Local cuisine popular in Hamirpur Town,Mar-Jun,52,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Hamirpur Town,Hamirpur Valley Spot 9,"local, scenic",2800,91.0,4.9,20,2.0,Yes,Local cuisine popular in Hamirpur Town,Mar-Jun,71,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Hamirpur Town,Hamirpur Valley Spot 10,"local, nature, rural",2750,88.0,4.7,40,2.0,Yes,Local cuisine popular in Hamirpur Town,Mar-Jun,52,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Hamirpur Town,Hamirpur Valley Spot 11,"cultural, local",1950,74.0,4.3,40,1.0,Yes,Local cuisine popular in Hamirpur Town,Mar-Jun,49,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Hamirpur Town,Hamirpur Valley Spot 12,local,2500,62.0,4.0,40,2.0,Yes,Local cuisine popular in Hamirpur Town,Mar-Jun,47,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Hamirpur Town,Hamirpur Valley Spot 13,"local, nature, rural",1750,60.0,4.9,60,2.0,Yes,Local cuisine popular in Hamirpur Town,Mar-Jun,64,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Hamirpur Town,Hamirpur Valley Spot 14,"heritage, local, nature",850,57.0,4.8,60,2.0,Yes,Local cuisine popular in Hamirpur Town,Mar-Jun,51,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Himachal Pradesh,Hamirpur Town,Hamirpur Valley Spot 15,"cultural, local",900,78.0,4.6,40,2.0,Yes,Local cuisine popular in Hamirpur Town,Mar-Jun,47,"Sightseeing, Photography, Trekking",Representative local/offbeat Himachal spot
Jharkhand,Ranchi Town,Dassam Falls,"adventure, local, nature",1350,77.0,3.8,40,2.0,No,Local cuisine popular in Ranchi Town,Oct-Mar,76,"Trekking, Photography, Sightseeing",Popular travel attraction in Ranchi
Jharkhand,Ranchi Town,Rock Garden,"forest, local, spiritual",2225,80.0,4.8,10,2.0,Yes,Local cuisine popular in Ranchi Town,Year-round,76,"Trekking, Photography, Sightseeing",Popular travel attraction in Ranchi
Jharkhand,Ranchi Town,Tagore Hill,"local, scenic",2350,84.0,4.5,40,1.0,Yes,Local cuisine popular in Ranchi Town,Jul-Sep,72,"Trekking, Photography, Sightseeing",Popular travel attraction in Ranchi
Jharkhand,Jamshedpur Town,Jubilee Park,"local, scenic",550,60.0,4.5,60,1.0,Yes,Local cuisine popular in Jamshedpur Town,Oct-Mar,69,"Trekking, Photography, Sightseeing",Popular travel attraction in Jamshedpur
Jharkhand,Jamshedpur Town,Dimna Lake,"local, nature, scenic",1200,76.0,4.3,40,1.0,Yes,Local cuisine popular in Jamshedpur Town,Year-round,61,"Trekking, Photography, Sightseeing",Popular travel attraction in Jamshedpur
Jharkhand,Jamshedpur Town,Hudco Lake,"cultural, forest, local",1450,84.0,4.7,10,2.0,Yes,Local cuisine popular in Jamshedpur Town,Jul-Sep,90,"Trekking, Photography, Sightseeing",Popular travel attraction in Jamshedpur
Jharkhand,Dhanbad Town,Maithon Dam,"forest, local, nature",500,87.0,4.1,40,1.0,Yes,Local cuisine popular in Dhanbad Town,Jul-Sep,56,"Trekking, Photography, Sightseeing",Popular travel attraction in Dhanbad
Jharkhand,Dhanbad Town,Panchet Dam,"cultural, local, nature",2350,77.0,4.7,40,1.0,Yes,Local cuisine popular in Dhanbad Town,Year-round,87,"Trekking, Photography, Sightseeing",Popular travel attraction in Dhanbad
Jharkhand,Dhanbad Town,Bhatinda Falls,"adventure, heritage, local",700,56.0,4.4,10,1.0,No,Local cuisine popular in Dhanbad Town,Jul-Sep,64,"Trekking, Photography, Sightseeing",Popular travel attraction in Dhanbad
Jharkhand,Giridih Town,Parasnath Hill,"forest, local, nature",2225,70.0,3.9,10,1.0,Yes,Local cuisine popular in Giridih Town,Jul-Sep,55,"Trekking, Photography, Sightseeing",Popular travel attraction in Giridih
Jharkhand,Giridih Town,Usri Falls,"cultural, forest, local",2350,72.0,4.2,40,1.0,Yes,Local cuisine popular in Giridih Town,Year-round,80,"Trekking, Photography, Sightseeing",Popular travel attraction in Giridih
Jharkhand,Giridih Town,Khandoli Park,"local, nature",1900,90.0,4.3,60,2.0,Yes,Local cuisine popular in Giridih Town,Jul-Sep,83,"Trekking, Photography, Sightseeing",Popular travel attraction in Giridih
Jharkhand,Deoghar Town,Baidyanath Temple,"adventure, local",775,59.0,4.0,40,1.0,Yes,Local cuisine popular in Deoghar Town,Oct-Mar,74,"Trekking, Photography, Sightseeing",Popular travel attraction in Deoghar
Jharkhand,Deoghar Town,Trikut Hills,"local, nature, spiritual",1550,65.0,4.2,40,1.0,Yes,Local cuisine popular in Deoghar Town,Oct-Mar,75,"Trekking, Photography, Sightseeing",Popular travel attraction in Deoghar
Jharkhand,Deoghar Town,Tapovan,"heritage, local, scenic",1300,57.0,3.8,60,1.0,Yes,Local cuisine popular in Deoghar Town,Year-round,76,"Trekking, Photography, Sightseeing",Popular travel attraction in Deoghar
Jharkhand,Hazaribagh Town,Hazaribagh National Park,"heritage, local, nature",500,65.0,4.8,20,2.0,Yes,Local cuisine popular in Hazaribagh Town,Year-round,61,"Trekking, Photography, Sightseeing",Popular travel attraction in Hazaribagh
Jharkhand,Hazaribagh Town,Canary Hill,"heritage, local, spiritual",575,82.0,4.6,10,1.0,No,Local cuisine popular in Hazaribagh Town,Jul-Sep,93,"Trekking, Photography, Sightseeing",Popular travel attraction in Hazaribagh
Jharkhand,Hazaribagh Town,Rajrappa Temple,"adventure, local, nature",1625,68.0,3.8,40,1.0,No,Local cuisine popular in Hazaribagh Town,Jul-Sep,92,"Trekking, Photography, Sightseeing",Popular travel attraction in Hazaribagh
Jharkhand,Palamu Town,Betla National Park,"adventure, forest, local",2300,81.0,4.0,20,1.0,No,Local cuisine popular in Palamu Town,Jul-Sep,77,"Trekking, Photography, Sightseeing",Popular travel attraction in Palamu
Jharkhand,Palamu Town,Palamu Fort,"adventure, heritage, local",1375,88.0,3.8,60,2.0,No,Local cuisine popular in Palamu Town,Jul-Sep,67,"Trekking, Photography, Sightseeing",Popular travel attraction in Palamu
Jharkhand,Palamu Town,Lodh Falls,"local, scenic",1450,63.0,4.0,20,2.0,Yes,Local cuisine popular in Palamu Town,Jul-Sep,66,"Trekking, Photography, Sightseeing",Popular travel attraction in Palamu
Jharkhand,Latehar Town,Netarhat Plateau,"forest, local, nature",2300,73.0,4.2,20,1.0,Yes,Local cuisine popular in Latehar Town,Oct-Mar,56,"Trekking, Photography, Sightseeing",Popular travel attraction in Latehar
Jharkhand,Latehar Town,Magnolia Sunset Point,"forest, local, spiritual",1550,86.0,4.4,40,2.0,Yes,Local cuisine popular in Latehar Town,Jul-Sep,73,"Trekking, Photography, Sightseeing",Popular travel attraction in Latehar
Jharkhand,Latehar Town,Upper Ghaghri Falls,"forest, local, scenic",1475,56.0,4.4,60,1.0,Yes,Local cuisine popular in Latehar Town,Jul-Sep,74,"Trekking, Photography, Sightseeing",Popular travel attraction in Latehar
Jharkhand,Gumla Town,Nagfeni Hill,"adventure, local",1900,95.0,4.4,20,1.0,Yes,Local cuisine popular in Gumla Town,Year-round,90,"Trekking, Photography, Sightseeing",Popular travel attraction in Gumla
Jharkhand,Gumla Town,Tanginath Temple,"local, nature, spiritual",1550,59.0,4.6,10,1.0,Yes,Local cuisine popular in Gumla Town,Jul-Sep,63,"Trekking, Photography, Sightseeing",Popular travel attraction in Gumla
Jharkhand,Gumla Town,Hapamuni Temple,"adventure, heritage, local",2325,90.0,4.1,20,2.0,Yes,Local cuisine popular in Gumla Town,Oct-Mar,56,"Trekking, Photography, Sightseeing",Popular travel attraction in Gumla
Jharkhand,Simdega Town,Ramrekha Dham,"adventure, heritage, local",2275,62.0,3.7,60,1.0,Yes,Local cuisine popular in Simdega Town,Year-round,63,"Trekking, Photography, Sightseeing",Popular travel attraction in Simdega
Jharkhand,Simdega Town,Kelaghagh Dam,"cultural, heritage, local",700,67.0,3.7,10,1.0,Yes,Local cuisine popular in Simdega Town,Year-round,71,"Trekking, Photography, Sightseeing",Popular travel attraction in Simdega
Jharkhand,Simdega Town,Palkot Wildlife,"heritage, local, nature",1275,84.0,4.3,20,1.0,Yes,Local cuisine popular in Simdega Town,Jul-Sep,61,"Trekking, Photography, Sightseeing",Popular travel attraction in Simdega
Jharkhand,Lohardaga Town,Navratangarh Fort,"local, nature, spiritual",825,94.0,4.5,20,1.0,Yes,Local cuisine popular in Lohardaga Town,Oct-Mar,88,"Trekking, Photography, Sightseeing",Popular travel attraction in Lohardaga
Jharkhand,Lohardaga Town,Lohardaga Hills,"forest, local, spiritual",1550,66.0,4.2,10,2.0,Yes,Local cuisine popular in Lohardaga Town,Jul-Sep,63,"Trekking, Photography, Sightseeing",Popular travel attraction in Lohardaga
Jharkhand,Lohardaga Town,Sadni Falls,"local, nature, spiritual",2275,67.0,3.9,40,2.0,Yes,Local cuisine popular in Lohardaga Town,Jul-Sep,74,"Trekking, Photography, Sightseeing",Popular travel attraction in Lohardaga
Jharkhand,Bokaro Town,City Park,"adventure, local, nature",525,92.0,4.8,40,2.0,Yes,Local cuisine popular in Bokaro Town,Oct-Mar,95,"Trekking, Photography, Sightseeing",Popular travel attraction in Bokaro
Jharkhand,Bokaro Town,Garga Dam,"adventure, local, nature",1050,92.0,4.0,60,2.0,Yes,Local cuisine popular in Bokaro Town,Oct-Mar,93,"Trekking, Photography, Sightseeing",Popular travel attraction in Bokaro
Jharkhand,Bokaro Town,Tenughat Dam,"local, nature, scenic",1750,92.0,4.0,40,1.0,Yes,Local cuisine popular in Bokaro Town,Jul-Sep,63,"Trekking, Photography, Sightseeing",Popular travel attraction in Bokaro
Jharkhand,Chatra Town,Kauleshwari Hill,"adventure, forest, local",1025,91.0,4.2,60,1.0,Yes,Local cuisine popular in Chatra Town,Year-round,88,"Trekking, Photography, Sightseeing",Popular travel attraction in Chatra
Jharkhand,Chatra Town,Tamasin River,"forest, local, spiritual",1625,78.0,4.6,10,2.0,Yes,Local cuisine popular in Chatra Town,Jul-Sep,60,"Trekking, Photography, Sightseeing",Popular travel attraction in Chatra
Jharkhand,Chatra Town,Hot Springs,"cultural, local",1650,79.0,4.8,40,2.0,Yes,Local cuisine popular in Chatra Town,Jul-Sep,89,"Trekking, Photography, Sightseeing",Popular travel attraction in Chatra
Jharkhand,Garhwa Town,Saruat Pahar,"adventure, local",2375,56.0,3.9,20,2.0,Yes,Local cuisine popular in Garhwa Town,Jul-Sep,88,"Trekking, Photography, Sightseeing",Popular travel attraction in Garhwa
Jharkhand,Garhwa Town,Ranka Palace,"cultural, local, nature",575,76.0,4.4,10,2.0,No,Local cuisine popular in Garhwa Town,Jul-Sep,65,"Trekking, Photography, Sightseeing",Popular travel attraction in Garhwa
Jharkhand,Garhwa Town,Gurha Dam,"local, spiritual",2000,92.0,4.6,60,1.0,Yes,Local cuisine popular in Garhwa Town,Oct-Mar,61,"Trekking, Photography, Sightseeing",Popular travel attraction in Garhwa
Jharkhand,Koderma Town,Tilaiya Dam,"local, nature, scenic",725,68.0,3.8,20,2.0,No,Local cuisine popular in Koderma Town,Oct-Mar,56,"Trekking, Photography, Sightseeing",Popular travel attraction in Koderma
Jharkhand,Koderma Town,Koderma Wildlife,"heritage, local, spiritual",1500,63.0,4.3,60,1.0,No,Local cuisine popular in Koderma Town,Jul-Sep,85,"Trekking, Photography, Sightseeing",Popular travel attraction in Koderma
Jharkhand,Koderma Town,Jhumri Telaiya Park,"forest, local, scenic",650,66.0,3.9,20,2.0,No,Local cuisine popular in Koderma Town,Jul-Sep,89,"Trekking, Photography, Sightseeing",Popular travel attraction in Koderma
Jharkhand,Pakur Town,Pakur Fort,"local, nature",1925,83.0,4.8,20,2.0,Yes,Local cuisine popular in Pakur Town,Year-round,73,"Trekking, Photography, Sightseeing",Popular travel attraction in Pakur
Jharkhand,Pakur Town,Rajmahal Hills,"local, nature",1025,92.0,4.6,60,2.0,Yes,Local cuisine popular in Pakur Town,Year-round,88,"Trekking, Photography, Sightseeing",Popular travel attraction in Pakur
Jharkhand,Pakur Town,Devi Temple,"cultural, heritage, local",675,93.0,3.7,40,1.0,Yes,Local cuisine popular in Pakur Town,Year-round,73,"Trekking, Photography, Sightseeing",Popular travel attraction in Pakur
Jharkhand,Sahebganj Town,Moti Jharna,"local, nature, spiritual",2050,84.0,3.8,40,2.0,No,Local cuisine popular in Sahebganj Town,Year-round,69,"Trekking, Photography, Sightseeing",Popular travel attraction in Sahebganj
Jharkhand,Sahebganj Town,Rajmahal Fossil Park,"adventure, local",675,88.0,4.4,40,1.0,Yes,Local cuisine popular in Sahebganj Town,Oct-Mar,83,"Trekking, Photography, Sightseeing",Popular travel attraction in Sahebganj
Jharkhand,Sahebganj Town,Teliagarhi Fort,"heritage, local, nature",2050,85.0,4.8,40,2.0,Yes,Local cuisine popular in Sahebganj Town,Year-round,62,"Trekking, Photography, Sightseeing",Popular travel attraction in Sahebganj
Jharkhand,Godda Town,Basukinath Temple,"forest, local, scenic",975,79.0,4.2,10,2.0,Yes,Local cuisine popular in Godda Town,Oct-Mar,75,"Trekking, Photography, Sightseeing",Popular travel attraction in Godda
Jharkhand,Godda Town,Sundar Dam,"forest, local, scenic",2100,60.0,3.9,10,2.0,Yes,Local cuisine popular in Godda Town,Jul-Sep,59,"Trekking, Photography, Sightseeing",Popular travel attraction in Godda
Jharkhand,Godda Town,Patharchapti Hills,"adventure, forest, local",2200,84.0,4.1,20,2.0,Yes,Local cuisine popular in Godda Town,Year-round,61,"Trekking, Photography, Sightseeing",Popular travel attraction in Godda
Jharkhand,Khunti Town,Anjan Dham,"forest, local, spiritual",2100,94.0,4.4,40,2.0,Yes,Local cuisine popular in Khunti Town,Oct-Mar,75,"Trekking, Photography, Sightseeing",Popular travel attraction in Khunti
Jharkhand,Khunti Town,Dassam Eco Trail,"forest, local, spiritual",1700,88.0,4.1,10,1.0,Yes,Local cuisine popular in Khunti Town,Year-round,85,"Trekking, Photography, Sightseeing",Popular travel attraction in Khunti
Jharkhand,Khunti Town,Murhu Hills,"adventure, local",1525,56.0,4.4,20,1.0,Yes,Local cuisine popular in Khunti Town,Jul-Sep,85,"Trekking, Photography, Sightseeing",Popular travel attraction in Khunti
Jharkhand,Saraikela Town,Saraikela Palace,"cultural, heritage, local",1600,64.0,4.6,60,1.0,Yes,Local cuisine popular in Saraikela Town,Oct-Mar,88,"Trekking, Photography, Sightseeing",Popular travel attraction in Saraikela
Jharkhand,Saraikela Town,Kharsawan Fort,"cultural, local, nature",1900,56.0,3.7,10,1.0,Yes,Local cuisine popular in Saraikela Town,Oct-Mar,85,"Trekking, Photography, Sightseeing",Popular travel attraction in Saraikela
Jharkhand,Saraikela Town,Heritage Temples,"adventure, heritage, local",1400,91.0,4.5,40,1.0,Yes,Local cuisine popular in Saraikela Town,Year-round,74,"Trekking, Photography, Sightseeing",Popular travel attraction in Saraikela
Jharkhand,West Singhbhum Town,Saranda Forest,"forest, local, nature",1550,83.0,4.4,10,1.0,Yes,Local cuisine popular in West Singhbhum Town,Year-round,57,"Trekking, Photography, Sightseeing",Popular travel attraction in West Singhbhum
Jharkhand,West Singhbhum Town,Jhinkpani Hills,"adventure, heritage, local",1575,59.0,4.1,10,1.0,Yes,Local cuisine popular in West Singhbhum Town,Year-round,81,"Trekking, Photography, Sightseeing",Popular travel attraction in West Singhbhum
Jharkhand,West Singhbhum Town,Benisagar Dam,"local, nature, spiritual",1150,56.0,3.8,10,2.0,No,Local cuisine popular in West Singhbhum Town,Oct-Mar,88,"Trekking, Photography, Sightseeing",Popular travel attraction in West Singhbhum
Jharkhand,East Singhbhum Town,Dalma Wildlife Sanctuary,"adventure, local",575,83.0,4.4,10,2.0,Yes,Local cuisine popular in East Singhbhum Town,Jul-Sep,67,"Trekking, Photography, Sightseeing",Popular travel attraction in East Singhbhum
Jharkhand,East Singhbhum Town,Chandil Dam,"cultural, heritage, local",2300,71.0,4.6,10,2.0,No,Local cuisine popular in East Singhbhum Town,Jul-Sep,76,"Trekking, Photography, Sightseeing",Popular travel attraction in East Singhbhum
Jharkhand,East Singhbhum Town,Dimna Hill,"forest, local, spiritual",2150,63.0,4.0,10,1.0,Yes,Local cuisine popular in East Singhbhum Town,Year-round,60,"Trekking, Photography, Sightseeing",Popular travel attraction in East Singhbhum
Jharkhand,Ramgarh Town,Rajrappa Temple,"adventure, forest, local",800,75.0,4.8,60,2.0,Yes,Local cuisine popular in Ramgarh Town,Oct-Mar,77,"Trekking, Photography, Sightseeing",Popular travel attraction in Ramgarh
Jharkhand,Ramgarh Town,Patratu Valley,"heritage, local, scenic",2325,57.0,4.1,20,1.0,Yes,Local cuisine popular in Ramgarh Town,Year-round,85,"Trekking, Photography, Sightseeing",Popular travel attraction in Ramgarh
Jharkhand,Ramgarh Town,Patratu Dam,"local, nature",1725,82.0,4.7,10,2.0,Yes,Local cuisine popular in Ramgarh Town,Year-round,59,"Trekking, Photography, Sightseeing",Popular travel attraction in Ramgarh
Jharkhand,Ranchi Town,Ranchi Local Spot 4,"heritage, local",1625,56.0,3.7,30,1.0,No,Local cuisine popular in Ranchi Town,Oct-Mar,64,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Ranchi Town,Ranchi Local Spot 5,"cultural, forest, local",1050,76.0,4.2,30,1.0,Yes,Local cuisine popular in Ranchi Town,Oct-Mar,57,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Ranchi Town,Ranchi Local Spot 6,"cultural, heritage, local",1125,87.0,4.2,30,1.0,Yes,Local cuisine popular in Ranchi Town,Oct-Mar,47,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Ranchi Town,Ranchi Local Spot 7,"heritage, local",1325,75.0,4.4,30,1.0,Yes,Local cuisine popular in Ranchi Town,Oct-Mar,68,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Ranchi Town,Ranchi Local Spot 8,"local, rural, scenic",550,57.0,4.1,30,1.0,Yes,Local cuisine popular in Ranchi Town,Oct-Mar,59,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Ranchi Town,Ranchi Local Spot 9,"heritage, local, nature",1200,90.0,4.5,30,1.0,Yes,Local cuisine popular in Ranchi Town,Oct-Mar,60,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Ranchi Town,Ranchi Local Spot 10,"heritage, local, scenic",1225,70.0,4.5,30,1.0,Yes,Local cuisine popular in Ranchi Town,Oct-Mar,52,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Jamshedpur Town,Jamshedpur Local Spot 4,"heritage, local, nature",1150,81.0,3.9,30,1.0,Yes,Local cuisine popular in Jamshedpur Town,Oct-Mar,41,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Jamshedpur Town,Jamshedpur Local Spot 5,"cultural, forest, local",2250,94.0,4.8,30,1.0,Yes,Local cuisine popular in Jamshedpur Town,Oct-Mar,66,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Jamshedpur Town,Jamshedpur Local Spot 6,"local, rural, scenic",1250,69.0,3.9,30,1.0,No,Local cuisine popular in Jamshedpur Town,Oct-Mar,41,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Jamshedpur Town,Jamshedpur Local Spot 7,"forest, local",1500,70.0,4.1,30,1.0,Yes,Local cuisine popular in Jamshedpur Town,Oct-Mar,64,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Jamshedpur Town,Jamshedpur Local Spot 8,"local, nature, rural",1325,69.0,4.0,30,1.0,Yes,Local cuisine popular in Jamshedpur Town,Oct-Mar,68,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Jamshedpur Town,Jamshedpur Local Spot 9,"forest, local, scenic",1500,83.0,3.8,30,1.0,Yes,Local cuisine popular in Jamshedpur Town,Oct-Mar,57,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Jamshedpur Town,Jamshedpur Local Spot 10,"cultural, heritage, local",1300,70.0,3.9,30,1.0,Yes,Local cuisine popular in Jamshedpur Town,Oct-Mar,68,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Dhanbad Town,Dhanbad Local Spot 4,"local, nature, rural",2125,68.0,4.0,30,1.0,Yes,Local cuisine popular in Dhanbad Town,Oct-Mar,65,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Dhanbad Town,Dhanbad Local Spot 5,"heritage, local",1800,93.0,3.9,30,1.0,Yes,Local cuisine popular in Dhanbad Town,Oct-Mar,53,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Dhanbad Town,Dhanbad Local Spot 6,"heritage, local",2300,78.0,4.5,30,1.0,Yes,Local cuisine popular in Dhanbad Town,Oct-Mar,62,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Dhanbad Town,Dhanbad Local Spot 7,"forest, local, scenic",625,93.0,4.0,30,1.0,Yes,Local cuisine popular in Dhanbad Town,Oct-Mar,69,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Dhanbad Town,Dhanbad Local Spot 8,"local, rural",900,55.0,3.8,30,1.0,Yes,Local cuisine popular in Dhanbad Town,Oct-Mar,56,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Dhanbad Town,Dhanbad Local Spot 9,"forest, local",1225,66.0,4.4,30,1.0,Yes,Local cuisine popular in Dhanbad Town,Oct-Mar,42,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Dhanbad Town,Dhanbad Local Spot 10,"cultural, local",900,79.0,4.2,30,1.0,Yes,Local cuisine popular in Dhanbad Town,Oct-Mar,44,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Giridih Town,Giridih Local Spot 4,"forest, local",2200,72.0,3.8,30,1.0,No,Local cuisine popular in Giridih Town,Oct-Mar,46,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Giridih Town,Giridih Local Spot 5,local,1775,95.0,4.2,30,1.0,Yes,Local cuisine popular in Giridih Town,Oct-Mar,61,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Giridih Town,Giridih Local Spot 6,"cultural, local, rural",1900,61.0,4.7,30,1.0,Yes,Local cuisine popular in Giridih Town,Oct-Mar,55,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Giridih Town,Giridih Local Spot 7,"cultural, local, rural",950,60.0,3.9,30,1.0,No,Local cuisine popular in Giridih Town,Oct-Mar,63,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Giridih Town,Giridih Local Spot 8,"forest, local, scenic",550,82.0,4.6,30,1.0,Yes,Local cuisine popular in Giridih Town,Oct-Mar,64,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Giridih Town,Giridih Local Spot 9,"heritage, local, scenic",1150,94.0,4.8,30,1.0,No,Local cuisine popular in Giridih Town,Oct-Mar,60,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
Jharkhand,Giridih Town,Giridih Local Spot 10,local,1375,75.0,3.7,30,1.0,Yes,Local cuisine popular in Giridih Town,Oct-Mar,56,"Trekking, Photography, Sightseeing",Representative local/offbeat Jharkhand spot
